,Date,Chaine,Part_de_marche,Jour,Heure_prgm1,Titre_prgm1,Type_prgm1,Duree_prgm1,Nbre_episodes_prgm1,Age_conseille_prgm1,Heure_prgm2,Titre_prgm2,Type_prgm2,Duree_prgm2,Nbre_episodes_prgm2,Age_conseille_prgm2
8943,15 novembre 2016,W9,2.5,mardi,20.55,Enquête d'action,Magazine,110 mn,NA,-10 ans,22.45,"OFNI, l'info retournée par Bertrand Chameroy",Divertissement,110 mn,NA,NA
8944,15 novembre 2016,TMC,2.1,mardi,20.55,Qui a tué la mini-miss ? L'affaire qui a bouleversé l'Amérique,Documentaire,210 mn,2 ,-10 ans,00.25,90' enquêtes,Magazine,160 mn,2 ,NA
8945,15 novembre 2016,NRJ 12,1.9,mardi,20.55,Le tombeau,Film,130 mn,NA,NA,23.05,Heat,Film,185 mn,NA,-10 ans
8946,15 novembre 2016,Cherie 25,1.5,mardi,20.55,Deux hommes dans la ville,Film,115 mn,NA,NA,22.50,Les associés,Telefilm,110 mn,NA,NA
8947,15 novembre 2016,Arte,1.4,mardi,20.50,Thomas Pesquet : profession astronaute,Documentaire,95 mn,NA,NA,22.25,Jeux vidéo : les nouveaux maîtres du monde,Documentaire,85 mn,NA,NA
8948,15 novembre 2016,TFX,1.3,mardi,20.55,Baby Boom,Telerealitee,180 mn,4 ,NA,NA,Baby Boom,Telerealitee,NA,4 ,NA
8949,15 novembre 2016,RMC Decouverte,1.3,mardi,20.50,La France mystérieuse,Documentaire,100 mn,NA,NA,22.30,"Nostradamus, les prophéties révélées",Documentaire,85 mn,NA,NA
8950,15 novembre 2016,6ter,1.2,mardi,20.55,L'amour aux trousses,Film,90 mn,NA,NA,22.25,Du jour au lendemain,Film,100 mn,NA,NA
8951,15 novembre 2016,RMC Story,1.0,mardi,20.55,Celle qui reste,Telefilm,105 mn,NA,NA,22.40,Misfits,Serie TV,90 mn,3 ,-12 ans
8952,15 novembre 2016,Gulli,1.0,mardi,20.50,Drôles de dindes,Film,95 mn,NA,NA,22.25,Zig et Sharko,Dessin-anime,20 mn,7 ,NA
8953,16 novembre 2016,TF1,20.0,mercredi,20.55,Esprits criminels,Serie TV,100 mn,4 ,-12 ans,NA,Esprits criminels,Serie TV,NA,4 ,NA
8954,16 novembre 2016,M6,16.2,mercredi,21.00,Le meilleur pâtissier,Divertissement,140 mn,NA,NA,23.20,Le meilleur pâtissier : à vos fourneaux !,Divertissement,100 mn,2 ,NA
8955,16 novembre 2016,France 3,13.9,mercredi,20.55,Des racines et des ailes,Magazine,115 mn,NA,NA,23.25,"Avenue de l'Europe, le mag",Magazine,55 mn,NA,NA
8956,16 novembre 2016,France 2,13.3,mercredi,20.55,Envers et contre tous,Telefilm,100 mn,NA,NA,22.35,Scandales des médicaments : à qui la faute ?,Debat,70 mn,NA,NA
8957,16 novembre 2016,C8,4.9,mercredi,21.00,TPMP : chantez comme jamais !,Divertissement,140 mn,NA,NA,23.20,Génération S.A.V,Divertissement,85 mn,NA,NA
8958,16 novembre 2016,W9,3.2,mercredi,20.55,Enquêtes criminelles : le magazine des faits divers,Magazine,240 mn,3 ,-10 ans,NA,Enquêtes criminelles : le magazine des faits divers,Magazine,NA,3 ,NA
8959,16 novembre 2016,Arte,2.7,mercredi,20.55,Truman Capote,Film,110 mn,NA,-10 ans,22.45,Truman Capote : enfant terrible de la littérature américaine,Documentaire,55 mn,NA,NA
8960,16 novembre 2016,TFX,2.6,mercredi,20.55,"Joséphine, ange gardien",Serie TV,220 mn,2 ,NA,00.35,4 bébés par seconde,Documentaire,65 mn,NA,NA
8961,16 novembre 2016,France 5,2.3,mercredi,20.45,Un grand pas pour l'évolution,Documentaire,100 mn,2 ,NA,22.30,C dans l'air,Magazine,70 mn,NA,NA
8962,16 novembre 2016,France 4,2.3,mercredi,20.55,Radiostars,Film,99 mn,NA,-10 ans,22.35,Après mai,Film,115 mn,NA,-10 ans
8963,16 novembre 2016,TMC,2.1,mercredi,20.55,Florence Foresti fait des sketches à La Cigale,Spectacle,110 mn,NA,NA,22.45,Jeff Panacloc perd le contrôle,Spectacle,130 mn,NA,NA
8964,16 novembre 2016,NRJ 12,1.9,mercredi,20.55,Countdown,Telefilm,115 mn,NA,-10 ans,22.50,Shoot the Killer,Telefilm,105 mn,NA,-12 ans
8965,16 novembre 2016,C Star,1.8,mercredi,20.50,Ultime vengeance,Telefilm,95 mn,NA,-10 ans,22.25,Indestructible,Telefilm,100 mn,NA,NA
8966,16 novembre 2016,Cherie 25,1.5,mercredi,20.55,Chacun chez soi,Telefilm,110 mn,NA,NA,22.45,Le monde est petit,Telefilm,110 mn,NA,NA
8967,16 novembre 2016,RMC Decouverte,1.4,mercredi,20.50,Top Gear USA,Magazine,90 mn,2 ,NA,22.30,Top Gear,Magazine,100 mn,2 ,NA
8968,16 novembre 2016,6ter,1.1,mercredi,20.55,Romance millésimée,Telefilm,100 mn,NA,NA,22.35,Un goût de romance,Telefilm,95 mn,NA,NA
8969,16 novembre 2016,Gulli,0.6,mercredi,20.50,L'instit,Serie TV,160 mn,2 ,NA,00.25,Total Wipeout Made in USA,Divertissement,45 mn,NA,NA
8970,17 novembre 2016,France 2,23.1,jeudi,20.55,"Primaire, le débat décisif",Debat,120 mn,NA,NA,22.55,Complément d'enquête,Magazine,85 mn,NA,NA
8971,17 novembre 2016,TF1,22.9,jeudi,20.55,Profilage,Serie TV,140 mn,5 ,NA,NA,Profilage,Serie TV,NA,5 ,NA
8972,17 novembre 2016,France 3,8.7,jeudi,20.55,Mystic River,Film,130 mn,NA,-12 ans,23.44,Vive la politique !,Magazine,1 mn,NA,NA
8973,17 novembre 2016,M6,6.1,jeudi,21.00,Rue des allocs : l'entraide au quotidien,Documentaire,140 mn,4 ,NA,NA,Rue des allocs : l'entraide au quotidien,Documentaire,NA,4 ,NA
8974,17 novembre 2016,TMC,5.6,jeudi,20.55,Les visiteurs,Film,120 mn,NA,NA,22.55,90' enquêtes,Magazine,190 mn,3 ,NA
8975,17 novembre 2016,TFX,3.5,jeudi,20.55,Secret Story,Telerealitee,125 mn,NA,NA,23.00,La villa des coeurs brisés,Telerealitee,110 mn,NA,NA
8976,17 novembre 2016,C8,2.8,jeudi,21.00,Paul,Film,130 mn,NA,-10 ans,23.10,Touche pas à mon poste !,Talk-Show,90 mn,NA,NA
8977,17 novembre 2016,Arte,2.3,jeudi,20.55,"Norskov, dans le secret des glaces",Serie TV,90 mn,2 ,NA,22.20,Biutiful,Film,140 mn,NA,-10 ans
8978,17 novembre 2016,C Star,2.0,jeudi,20.50,Le contrat,Film,110 mn,NA,-10 ans,22.40,La bataille des Ardennes,Film,155 mn,NA,NA
8979,17 novembre 2016,France 4,2.0,jeudi,20.55,"Téléphone, jolie petite histoire",Documentaire,90 mn,NA,NA,22.25,"Bataclan, une vie de spectacles",Documentaire,90 mn,NA,NA
8980,17 novembre 2016,NRJ 12,1.6,jeudi,20.55,Hot Fuzz,Film,135 mn,NA,-12 ans,23.10,Icarus,Telefilm,105 mn,NA,-12 ans
8981,17 novembre 2016,RMC Decouverte,1.5,jeudi,20.50,Les constructions de A à Z,Documentaire,55 mn,NA,NA,21.45,Machines ultra rapides,Documentaire,60 mn,NA,NA
8982,17 novembre 2016,France 5,1.5,jeudi,20.45,La grande librairie,Magazine,95 mn,NA,NA,22.20,C dans l'air,Magazine,65 mn,NA,NA
8983,17 novembre 2016,W9,1.2,jeudi,20.55,Kidon,Film,115 mn,NA,NA,22.50,La bûche,Film,125 mn,NA,NA
8984,17 novembre 2016,RMC Story,1.1,jeudi,20.55,L'ombre d'un doute,Magazine,130 mn,3 ,NA,NA,L'ombre d'un doute,Magazine,NA,3 ,NA
8985,17 novembre 2016,Cherie 25,1.1,jeudi,20.55,Le déshonneur d'Elisabeth Campbell,Film,130 mn,NA,-12 ans,23.05,Double jeu,Film,125 mn,NA,-10 ans
8986,17 novembre 2016,6ter,1.0,jeudi,20.55,Départ immédiat,Magazine,230 mn,3 ,NA,NA,Départ immédiat,Magazine,NA,3 ,NA
8987,18 novembre 2016,TF1,24.7,vendredi,20.55,Koh-Lanta,Jeu,130 mn,NA,NA,23.05,Action ou vérité,Talk-Show,115 mn,NA,NA
8988,18 novembre 2016,France 2,16.1,vendredi,20.55,Deux flics sur les docks,Serie TV,170 mn,2 ,-10 ans,00.10,Deux flics sur les docks,Serie TV,85 mn,NA,-10 ans
8989,18 novembre 2016,M6,14.4,vendredi,21.00,NCIS,Serie TV,110 mn,5 ,-10 ans,NA,NCIS,Serie TV,NA,5 ,NA
8990,18 novembre 2016,France 3,6.2,vendredi,20.55,"Patricia Kaas, mademoiselle chante...",Documentaire,110 mn,NA,NA,23.20,Drôle d'endroit pour une rencontre,Magazine,65 mn,NA,NA
8991,18 novembre 2016,Arte,3.7,vendredi,20.55,Carole Matthieu,Film,85 mn,NA,NA,22.20,Let's Dance,Documentaire,55 mn,NA,NA
8992,18 novembre 2016,France 5,3.3,vendredi,20.45,La maison France 5,Magazine,60 mn,NA,NA,21.45,"Silence, ça pousse !",Magazine,50 mn,NA,NA
8993,18 novembre 2016,W9,3.3,vendredi,20.55,Enquête d'action,Magazine,240 mn,3 ,NA,NA,Enquête d'action,Magazine,NA,3 ,NA
8994,18 novembre 2016,TMC,2.8,vendredi,20.55,Mentalist,Serie TV,110 mn,4 ,NA,NA,Mentalist,Serie TV,NA,4 ,NA
8995,18 novembre 2016,TFX,2.4,vendredi,20.55,Super Nanny,Divertissement,230 mn,2 ,NA,00.45,"Pascal, le grand frère",Magazine,115 mn,NA,-10 ans
8996,18 novembre 2016,France 4,2.3,vendredi,20.55,Les aventures de Flynn Carson : le mystère de la Lance sacrée,Telefilm,90 mn,NA,NA,22.25,Le dernier Gaulois,Documentaire,90 mn,NA,NA
8997,18 novembre 2016,C8,2.2,vendredi,21.00,Hold-up : et si vous faisiez le casse du siècle ?,Jeu,210 mn,2 ,NA,00.45,Programmes de nuit,Magazine,345 mn,NA,NA
8998,18 novembre 2016,Cherie 25,2.2,vendredi,20.55,Le canapé rouge,Telefilm,110 mn,2 ,NA,22.50,Dangereuses retrouvailles,Telefilm,110 mn,NA,-10 ans
8999,18 novembre 2016,RMC Decouverte,1.9,vendredi,20.50,Bataille de la Somme : les dossiers révélés,Documentaire,120 mn,3 ,NA,23.40,Commandos de la mort Einsatzgruppen,Documentaire,90 mn,NA,NA
9000,18 novembre 2016,6ter,1.5,vendredi,20.55,Norbert commis d'office,Magazine,160 mn,2 ,NA,23.30,Resto sous surveillance,Documentaire,100 mn,3 ,NA
9001,18 novembre 2016,Gulli,0.9,vendredi,20.50,La caverne de la Rose d'or,Telefilm,190 mn,2 ,NA,NA,La caverne de la Rose d'or,Telefilm,NA,2 ,NA
9002,18 novembre 2016,C Star,0.6,vendredi,20.50,À la recherche du bonheur : la story de Christophe Maé,Documentaire,115 mn,NA,NA,22.45,Le Repley de la semaine,Divertissement,105 mn,NA,NA
9003,18 novembre 2016,NRJ 12,0.6,vendredi,20.55,Flics,Serie TV,120 mn,5 ,-10 ans,NA,Flics,Serie TV,NA,5 ,NA
9004,19 novembre 2016,TF1,20.5,samedi,20.55,Danse avec les stars,Divertissement,150 mn,NA,NA,23.25,"Danse avec les stars, la suite",Divertissement,45 mn,NA,NA
9005,19 novembre 2016,France 3,19.8,samedi,20.55,Magellan et Mongeville,Telefilm,95 mn,NA,NA,22.30,Commissaire Magellan,Serie TV,95 mn,NA,-10 ans
9006,19 novembre 2016,France 2,17.9,samedi,21.00,Test-match,Sport,125 mn,NA,NA,23.10,On n'est pas couché,Talk-Show,155 mn,NA,NA
9007,19 novembre 2016,M6,6.3,samedi,21.00,Once Upon a Time,Serie TV,100 mn,5 ,NA,NA,Once Upon a Time,Serie TV,NA,5 ,NA
9008,19 novembre 2016,France 5,5,samedi,20.45,Échappées belles,Magazine,180 mn,2 ,NA,00.45,"Versailles et Le Nôtre, une passion française",Documentaire,55 mn,NA,NA
9009,19 novembre 2016,Arte,2.8,samedi,20.50,Néron : plaidoyer pour un monstre,Documentaire,110 mn,2 ,NA,22.35,Et l'homme créa la vache,Documentaire,55 mn,NA,NA
9010,19 novembre 2016,C8,2.4,samedi,21.00,Le placard,Theatre,110 mn,NA,NA,22.50,Chevallier et Laspalès : «Vous reprendrez bien quelques sketches ?»,Spectacle,125 mn,NA,NA
9011,19 novembre 2016,W9,2.2,samedi,20.55,Les Simpson,Serie TV,40 mn,2 ,-10 ans,NA,Les Simpson,Serie TV,NA,2 ,NA
9012,19 novembre 2016,TFX,2.1,samedi,20.55,Chroniques criminelles,Magazine,270 mn,2 ,NA,NA,Chroniques criminelles,Magazine,NA,2 ,NA
9013,19 novembre 2016,Gulli,1.6,samedi,20.50,Les Chaventuriers de Noël,Telefilm,100 mn,NA,NA,22.30,Zig et Sharko,Dessin-anime,50 mn,5 ,NA
9014,19 novembre 2016,TMC,1.5,samedi,20.55,Flash,Serie TV,100 mn,6 ,NA,NA,Flash,Serie TV,NA,6 ,NA
9015,19 novembre 2016,RMC Decouverte,1.2,samedi,20.50,Alaska : les électriciens de l'extrême,Telerealitee,100 mn,2 ,NA,22.30,Alaska : les derniers trappeurs,Telerealitee,100 mn,2 ,NA
9016,19 novembre 2016,6ter,1.1,samedi,20.55,"Fais pas ci, fais pas ça",Serie TV,100 mn,4 ,NA,NA,"Fais pas ci, fais pas ça",Serie TV,NA,4 ,NA
9017,19 novembre 2016,France 4,0.9,samedi,20.55,IZombie,Serie TV,90 mn,4 ,-10 ans,NA,IZombie,Serie TV,NA,4 ,NA
9018,19 novembre 2016,NRJ 12,0.9,samedi,20.55,"Diane, femme flic",Serie TV,230 mn,3 ,NA,NA,"Diane, femme flic",Serie TV,NA,3 ,NA
9019,19 novembre 2016,Cherie 25,0.8,samedi,20.55,"Ce soir, je veillerai sur toi",Telefilm,115 mn,NA,NA,22.50,Pleure pas ma belle,Telefilm,115 mn,NA,NA
9020,19 novembre 2016,C Star,0.8,samedi,20.50,Le Zap,Divertissement,175 mn,NA,NA,23.45,Enquête très spéciale,Magazine,70 mn,3 ,-16 ans
9021,19 novembre 2016,RMC Story,0.8,samedi,20.55,Non élucidé,Magazine,210 mn,3 ,-10 ans,NA,Non élucidé,Magazine,NA,3 ,NA
9022,20 novembre 2016,TF1,20.2,dimanche,20.55,Triple alliance,Film,125 mn,NA,-10 ans,23.00,Sexe entre amis,Film,125 mn,NA,-10 ans
9023,20 novembre 2016,France 2,17.7,dimanche,21.00,Primaire : le premier tour,Magazine,105 mn,NA,NA,22.50,"Un jour, un destin",Magazine,90 mn,NA,NA
9024,20 novembre 2016,France 3,15.8,dimanche,20.55,Les enquêtes de Vera,Serie TV,180 mn,2 ,NA,00.20,L'assassinat du Père Noël,Film,105 mn,NA,NA
9025,20 novembre 2016,M6,7.5,dimanche,21.00,Capital,Magazine,120 mn,NA,NA,23.00,Enquête exclusive,Magazine,160 mn,2 ,-10 ans
9026,20 novembre 2016,Arte,3.9,dimanche,20.45,Les vestiges du jour,Film,130 mn,NA,NA,22.55,Les multiples visages d'Emma Thompson,Documentaire,55 mn,NA,NA
9027,20 novembre 2016,TFX,2.7,dimanche,20.55,Daredevil,Film,120 mn,NA,-10 ans,22.55,Chroniques criminelles,Magazine,270 mn,2 ,NA
9028,20 novembre 2016,TMC,2.5,dimanche,20.55,Les experts : Miami,Serie TV,110 mn,5 ,-10 ans,NA,Les experts : Miami,Serie TV,NA,5 ,NA
9029,20 novembre 2016,France 5,2.0,dimanche,20.50,Fines herbes et grands secrets,Documentaire,50 mn,NA,NA,22.35,"Nasser, du rêve au désastre",Documentaire,60 mn,NA,NA
9030,20 novembre 2016,C8,1.9,dimanche,21.00,Le fabuleux destin d'Amélie Poulain,Film,140 mn,NA,NA,23.20,Zéro limite,Divertissement,120 mn,NA,NA
9031,20 novembre 2016,NRJ 12,1.6,dimanche,20.55,S.O.S. ma famille a besoin d'aide,Magazine,190 mn,3 ,-10 ans,NA,S.O.S. ma famille a besoin d'aide,Magazine,NA,3 ,NA
9032,20 novembre 2016,France 4,1.3,dimanche,20.55,Vipère au poing,Film,100 mn,NA,NA,22.35,Radiostars,Film,100 mn,NA,-10 ans
9033,20 novembre 2016,RMC Decouverte,1.1,dimanche,20.50,Jade Fever,Documentaire,40 mn,7 ,NA,23.40,Programmes de la nuit,Magazine,380 mn,NA,NA
9034,20 novembre 2016,6ter,1.1,dimanche,20.55,Deux soeurs pour un roi,Film,115 mn,NA,-10 ans,22.50,Storage Hunters,Telerealitee,40 mn,7 ,NA
9035,20 novembre 2016,W9,1.0,dimanche,20.55,Bones,Serie TV,100 mn,6 ,-10 ans,NA,Bones,Serie TV,NA,6 ,NA
9036,20 novembre 2016,RMC Story,0.9,dimanche,20.55,Gainsbourg (vie héroïque),Film,150 mn,NA,NA,23.25,Y tu mama también ! (Et... ta mère aussi !),Film,120 mn,NA,-12 ans
9037,20 novembre 2016,Cherie 25,0.8,dimanche,20.55,Femmes de loi,Serie TV,140 mn,4 ,NA,NA,Femmes de loi,Serie TV,NA,4 ,NA
9038,20 novembre 2016,Gulli,0.6,dimanche,20.50,Le fils du Mask,Film,110 mn,NA,NA,22.40,Kirikou et les bêtes sauvages,Film,80 mn,NA,NA
9039,20 novembre 2016,C Star,0.4,dimanche,20.50,Un autre monde : la story de Téléphone,Documentaire,105 mn,NA,NA,22.35,Sens interdits,Telefilm,120 mn,NA,-16 ans
9040,21 novembre 2016,TF1,24.5,lundi,20.55,Munch,Serie TV,120 mn,2 ,-10 ans,22.55,"New York, unité spéciale",Serie TV,110 mn,4 ,-12 ans
9041,21 novembre 2016,M6,13.7,lundi,21.00,Mariés au premier regard,Divertissement,110 mn,NA,NA,22.50,"Mariage : oui, je le veux !",Documentaire,110 mn,NA,NA
9042,21 novembre 2016,France 2,12.4,lundi,20.55,Castle,Serie TV,90 mn,3 ,NA,23.05,Mr. Robot,Serie TV,80 mn,4 ,-10 ans
9043,21 novembre 2016,France 3,5.7,lundi,20.55,"Emmanuel Macron, la stratégie du météore",Documentaire,115 mn,NA,NA,22.55,Grand Soir/3,Journal,35 mn,NA,NA
9044,21 novembre 2016,Arte,5.2,lundi,20.50,La gifle,Film,105 mn,NA,NA,22.35,Possession,Film,115 mn,NA,NA
9045,21 novembre 2016,TMC,4.6,lundi,20.55,Retour vers le futur,Film,135 mn,NA,NA,23.10,«Retour vers le futur» : 30 ans d'un film culte,Documentaire,70 mn,NA,NA
9046,21 novembre 2016,France 5,3.5,lundi,20.50,Fanny et Alexandre,Film,185 mn,NA,NA,23.55,C dans l'air,Magazine,65 mn,NA,NA
9047,21 novembre 2016,NRJ 12,3.1,lundi,20.55,Crimes dans les villages lorrains,Magazine,110 mn,NA,-10 ans,22.45,Crimes,Magazine,105 mn,NA,-10 ans
9048,21 novembre 2016,W9,2.9,lundi,20.55,Fiston,Film,90 mn,NA,-10 ans,22.25,Kidon,Film,120 mn,NA,NA
9049,21 novembre 2016,TFX,2.9,lundi,20.55,Nouveau départ,Film,150 mn,NA,NA,23.25,"Hitch, expert en séduction",Film,130 mn,NA,NA
9050,21 novembre 2016,C8,2.7,lundi,21.00,Family Man,Film,150 mn,NA,NA,23.30,Touche pas à mon poste !,Talk-Show,90 mn,NA,NA
9051,21 novembre 2016,6ter,1.9,lundi,20.55,Astérix et la surprise de César,Film,85 mn,NA,NA,22.20,Astérix et les Vikings,Film,80 mn,NA,NA
9052,21 novembre 2016,France 4,1.6,lundi,20.55,La boum,Spectacle,100 mn,NA,NA,22.35,"25 ans de qui, de quoi ?",Spectacle,110 mn,NA,NA
9053,21 novembre 2016,Gulli,1.3,lundi,20.50,Un jour sans fin,Film,110 mn,NA,NA,22.40,Opération fantômes,Telefilm,100 mn,NA,NA
9054,21 novembre 2016,RMC Story,1.0,lundi,20.55,Révélations,Magazine,210 mn,3 ,-10 ans,NA,Révélations,Magazine,NA,3 ,NA
9055,21 novembre 2016,RMC Decouverte,0.9,lundi,20.50,Design auto,Documentaire,100 mn,3 ,NA,23.20,Wheeler Dealers - Occasions à saisir,Documentaire,50 mn,NA,NA
9056,21 novembre 2016,C Star,0.9,lundi,20.50,Pawn Stars - Les rois des enchères,Telerealitee,40 mn,1 ,NA,01.20,Programmes de nuit,Magazine,340 mn,NA,NA
9057,22 novembre 2016,France 3,17.4,mardi,20.55,La femme aux cheveux rouges,Telefilm,90 mn,NA,NA,23.10,Le premier homme,Film,100 mn,NA,NA
9058,22 novembre 2016,TF1,17,mardi,20.55,Person of Interest,Serie TV,100 mn,3 ,-10 ans,23.30,Arrow,Serie TV,100 mn,3 ,-10 ans
9059,22 novembre 2016,M6,14.7,mardi,21.00,La France a un incroyable talent,Divertissement,120 mn,NA,NA,23.00,"La France a un incroyable talent, ça continue",Divertissement,130 mn,2 ,NA
9060,22 novembre 2016,France 2,10.9,mardi,20.55,Le gala de l'Union des artistes,Gala,144 mn,NA,NA,23.20,Un pas après l'autre,Documentaire,60 mn,NA,NA
9061,22 novembre 2016,C8,3.1,mardi,21.00,La liste de mes envies,Film,120 mn,NA,NA,23.00,Hunger Games - L'embrasement,Film,150 mn,NA,-10 ans
9062,22 novembre 2016,TMC,2.9,mardi,20.55,Palais royal !,Film,120 mn,NA,NA,22.55,90' enquêtes,Magazine,240 mn,2 ,-10 ans
9063,22 novembre 2016,W9,2.7,mardi,20.55,Enquête d'action,Magazine,110 mn,NA,NA,22.45,"OFNI, l'info retournée par Bertrand Chameroy",Divertissement,95 mn,NA,NA
9064,22 novembre 2016,France 5,2.5,mardi,20.45,"Violences faites aux femmes, la vie d'après",Documentaire,70 mn,NA,-10 ans,22.35,C dans l'air,Magazine,70 mn,NA,NA
9065,22 novembre 2016,NRJ 12,2.3,mardi,20.55,Hellboy,Film,135 mn,NA,-10 ans,23.10,Shoot the Killer,Telefilm,105 mn,NA,-12 ans
9066,22 novembre 2016,Arte,2.2,mardi,20.55,"Erdogan, l'ivresse du pouvoir",Documentaire,60 mn,NA,NA,22.00,La Turquie face à la terreur,Documentaire,50 mn,NA,NA
9067,22 novembre 2016,France 4,2.2,mardi,20.50,Test-match féminin,Sport,130 mn,NA,NA,23.00,Lastman,Serie TV,30 mn,6 ,-12 ans
9068,22 novembre 2016,Cherie 25,1.8,mardi,20.55,L'année sainte,Film,115 mn,NA,NA,22.50,Deux hommes dans la ville,Film,115 mn,NA,NA
9069,22 novembre 2016,RMC Decouverte,1.4,mardi,20.55,Vu du ciel,Documentaire,90 mn,NA,NA,22.25,"Vu du ciel , ça continue...",Magazine,75 mn,NA,NA
9070,22 novembre 2016,TFX,1.2,mardi,20.55,Baby Boom,Telerealitee,180 mn,4 ,NA,NA,Baby Boom,Telerealitee,NA,4 ,NA
9071,22 novembre 2016,RMC Story,1.0,mardi,20.55,"Françoise Dolto, le désir de vivre",Telefilm,105 mn,NA,NA,22.40,Misfits,Serie TV,90 mn,3 ,-12 ans
9072,22 novembre 2016,6ter,0.8,mardi,20.55,Once Upon a Time,Serie TV,110 mn,3 ,NA,23.25,Supernatural,Serie TV,90 mn,3 ,-12 ans
9073,22 novembre 2016,Gulli,0.8,mardi,20.50,L'incroyable destin de Savva,Film,100 mn,NA,NA,22.30,Zig et Sharko,Dessin-anime,30 mn,6 ,NA
9074,23 novembre 2016,TF1,21.6,mercredi,20.55,Esprits criminels,Serie TV,100 mn,4 ,-12 ans,NA,Esprits criminels,Serie TV,NA,4 ,NA
9075,23 novembre 2016,M6,16.1,mercredi,21.00,Le meilleur pâtissier,Divertissement,140 mn,NA,NA,23.20,Le meilleur pâtissier : à vos fourneaux !,Divertissement,100 mn,2 ,NA
9076,23 novembre 2016,France 3,11.7,mercredi,20.55,Des racines et des ailes,Magazine,125 mn,NA,NA,23.30,Pièces à conviction,Magazine,70 mn,NA,NA
9077,23 novembre 2016,France 2,11.4,mercredi,20.55,Chefs,Serie TV,130 mn,2 ,NA,22.50,Stupéfiant !,Magazine,75 mn,NA,NA
9078,23 novembre 2016,C8,3.7,mercredi,21.00,Le meilleur des 4/3 de Jean-Luc Lemoine,Divertissement,230 mn,2 ,NA,00.45,Langue de bois s'abstenir,Magazine,45 mn,NA,NA
9079,23 novembre 2016,Arte,3.6,mercredi,20.55,Wadjda,Film,90 mn,NA,NA,22.25,Les femmes en Arabie saoudite,Documentaire,45 mn,NA,NA
9080,23 novembre 2016,TFX,3.4,mercredi,20.55,"Joséphine, ange gardien",Serie TV,220 mn,2 ,NA,00.40,4 bébés par seconde,Documentaire,65 mn,NA,NA
9081,23 novembre 2016,France 4,2.2,mercredi,20.55,Hors de prix,Film,104 mn,NA,NA,22.40,Pourquoi tu pleures ?,Film,95 mn,NA,NA
9082,23 novembre 2016,France 5,2,mercredi,20.45,Le buste de Néfertiti,Documentaire,45 mn,NA,NA,21.30,"Thônis-Héracléion, la cité engloutie",Documentaire,55 mn,NA,NA
9083,23 novembre 2016,TMC,1.9,mercredi,20.55,La grande saga des héros de votre enfance,Documentaire,145 mn,NA,NA,23.20,Stars d'une génération,Documentaire,170 mn,2 ,NA
9084,23 novembre 2016,6ter,1.7,mercredi,20.55,Trois oncles et une fée,Telefilm,100 mn,NA,NA,22.35,Le procès du Père Noël,Telefilm,105 mn,NA,NA
9085,23 novembre 2016,C Star,1.7,mercredi,20.50,Le prix du sang,Telefilm,100 mn,NA,-12 ans,22.30,Ultime vengeance,Telefilm,95 mn,NA,-10 ans
9086,23 novembre 2016,NRJ 12,1.6,mercredi,20.55,Interrogation,Telefilm,115 mn,NA,-10 ans,22.50,Sniper : Special Ops,Telefilm,105 mn,NA,-10 ans
9087,23 novembre 2016,RMC Decouverte,1.2,mercredi,20.50,Top Gear USA,Magazine,100 mn,2 ,NA,22.35,Top Gear France,Magazine,80 mn,2 ,NA
9088,23 novembre 2016,Cherie 25,1.2,mercredi,20.55,Braquage en famille,Telefilm,120 mn,NA,NA,22.55,Chacun chez soi,Telefilm,110 mn,NA,NA
9089,23 novembre 2016,RMC Story,1.1,mercredi,20.55,Dossiers surnaturels,Documentaire,170 mn,3 ,NA,NA,Dossiers surnaturels,Documentaire,NA,3 ,NA
9090,23 novembre 2016,W9,0.9,mercredi,20.55,Bertrand Chameroy retourne la télé,Divertissement,125 mn,NA,NA,23.00,L'incroyable histoire de la télé-réalité,Magazine,150 mn,2 ,NA
9091,23 novembre 2016,Gulli,0.5,mercredi,20.50,L'instit,Serie TV,160 mn,2 ,NA,00.30,Total Wipeout Made in USA,Divertissement,50 mn,NA,NA
9092,24 novembre 2016,France 2,18.1,jeudi,21.00,"Primaire, le grand débat",Debat,105 mn,NA,NA,23.30,L'angle éco,Magazine,70 mn,NA,NA
9093,24 novembre 2016,M6,16.7,jeudi,21.00,Kev & Gad : «Tout est possible»,Spectacle,125 mn,NA,NA,23.05,Kev & Gad : les secrets de «Tout est possible»,Documentaire,100 mn,NA,NA
9094,24 novembre 2016,TF1,16.7,jeudi,21.00,"Primaire, le grand débat",Debat,130 mn,NA,NA,23.10,Le debrief,Debat,60 mn,NA,NA
9095,24 novembre 2016,France 3,11,jeudi,20.55,Unforgotten : le passé déterré,Serie TV,90 mn,3 ,NA,23.50,Le procès du viol,Documentaire,54 mn,NA,NA
9096,24 novembre 2016,C8,5,jeudi,21.00,Transformers : l'âge de l'extinction,Film,195 mn,NA,-10 ans,00.15,Programmes de nuit,Magazine,390 mn,NA,NA
9097,24 novembre 2016,W9,4,jeudi,20.55,Ligue Europa,Sport,125 mn,NA,NA,23.00,100 % foot,Magazine,80 mn,NA,NA
9098,24 novembre 2016,TMC,3.9,jeudi,20.55,Les couloirs du temps - Les Visiteurs 2,Film,135 mn,NA,NA,23.10,Les visiteurs,Film,120 mn,NA,NA
